"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 02 17:28:27 GMT 2023","Wed Aug 02 17:28:28 GMT 2023","437","","test_api_login","TestRegister","","","Check incorrect name format registration failure","Verifying, that registration fails when using an incorrect format for the name field."
"passed","Wed Aug 02 17:29:00 GMT 2023","Wed Aug 02 17:29:00 GMT 2023","379","","test_login_ui","TestLoginPopUp","","","test_email_empty_n3_1","Verifying, that when the email field is left empty and the form is submitted, an error message stating 'Email required' should appear"
"passed","Wed Aug 02 17:28:48 GMT 2023","Wed Aug 02 17:28:49 GMT 2023","1674","","test_cars_api_and_ui","TestCarsUI","","","test_auto_modify","Modify Car via UI and then verify it updated via API"
"passed","Wed Aug 02 17:28:27 GMT 2023","Wed Aug 02 17:28:27 GMT 2023","512","","test_api_login","TestRegister","","","Check User Registration with Empty Repeat Password Field","Verifying, that registration fails when the repeatPassword field is empty."
"passed","Wed Aug 02 17:28:49 GMT 2023","Wed Aug 02 17:28:51 GMT 2023","1471","","test_cars_api_and_ui","TestCarsUI","","","test_auto_delete","Create car via APi. delete car via WEB UI and check it removed via API"
"passed","Wed Aug 02 17:28:30 GMT 2023","Wed Aug 02 17:28:30 GMT 2023","441","","test_api_login","TestRegister","","","Check non-matching passwords registration failure","Verifying, that registration fails when the password and repeatPassword fields do not match."
"passed","Wed Aug 02 17:28:23 GMT 2023","Wed Aug 02 17:28:25 GMT 2023","1686","","test_api_login","TestRegister","","","Check valid user registration","Verifying, that a user can be successfully registered with valid data."
"passed","Wed Aug 02 17:29:07 GMT 2023","Wed Aug 02 17:29:08 GMT 2023","1182","","test_login_ui","TestLoginPopUp","","","test_wrong_password_login_n4_2","Verifying that when an incorrect password is entered for a valid email and the form is submitted, an error message appears stating 'Wrong email or password.'"
"passed","Wed Aug 02 17:29:18 GMT 2023","Wed Aug 02 17:29:19 GMT 2023","1242","","test_login_ui","TestLoginPopUp","","","test_login_p1_1","check for successful login with valid credentials"
"passed","Wed Aug 02 17:29:01 GMT 2023","Wed Aug 02 17:29:01 GMT 2023","450","","test_login_ui","TestLoginPopUp","","","test_email_incorrect_n3_2","Verifying, that when an invalid email format (without '@' symbol) is entered and the form is submitted, an error message appears stating 'Email is incorrect'"
"passed","Wed Aug 02 17:28:53 GMT 2023","Wed Aug 02 17:28:59 GMT 2023","5753","","test_login_ui","TestLoginPopUp","","","test_login_close_button_n2_1","Verifying, that clicking on the cross button ensures that the login pop up is closed."
"passed","Wed Aug 02 17:28:25 GMT 2023","Wed Aug 02 17:28:26 GMT 2023","498","","test_api_login","TestRegister","","","Check User Registration with Empty Last Name Field","Verifying, that registration fails when the last name field is empty."
"passed","Wed Aug 02 17:28:34 GMT 2023","Wed Aug 02 17:28:35 GMT 2023","567","","test_api_login","TestAuth","","","Check incorrect email login failure","Verifying, that login fails when using an incorrect email address."
"passed","Wed Aug 02 17:29:11 GMT 2023","Wed Aug 02 17:29:17 GMT 2023","5938","","test_login_ui","TestLoginPopUp","","","test_remember_me_checkbox_n5_1","Verifying that the 'Remember me' check box retains its selection state when the login pop up is closed and reopened."
"passed","Wed Aug 02 17:29:20 GMT 2023","Wed Aug 02 17:29:21 GMT 2023","1306","","test_login_ui","TestLoginPopUp","","","test_login_mixedcase_sensitivity_p1_2","Verifying, that when entering a valid email and password combination and submitting, the login is successful, and the user is redirected to the appropriate page or dashboard."
"passed","Wed Aug 02 17:28:46 GMT 2023","Wed Aug 02 17:28:48 GMT 2023","1520","","test_cars_api_and_ui","TestCarsUI","","","test_auto_create","Create car via WEB UI and check it values via API"
"passed","Wed Aug 02 17:28:25 GMT 2023","Wed Aug 02 17:28:25 GMT 2023","488","","test_api_login","TestRegister","","","Check User Registration with Empty Name Field","Verifying, that registration fails when the name field is empty."
"passed","Wed Aug 02 17:28:28 GMT 2023","Wed Aug 02 17:28:29 GMT 2023","443","","test_api_login","TestRegister","","","Check User Registration with Short Password","Verifying that the system correctly handles user registration with a short password of 'test'."
"passed","Wed Aug 02 17:29:04 GMT 2023","Wed Aug 02 17:29:05 GMT 2023","939","","test_login_ui","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
"passed","Wed Aug 02 17:28:52 GMT 2023","Wed Aug 02 17:28:52 GMT 2023","158","","test_login_ui","TestLoginPopUp","","","test_login_form_title_n1_1","Verifying, that comparing the retrieving text value with the expected text 'Log in', to ensures it matches exactly."
"passed","Wed Aug 02 17:29:06 GMT 2023","Wed Aug 02 17:29:06 GMT 2023","462","","test_login_ui","TestLoginPopUp","","","test_password_empty_n4_1","Verifying that when the password field is left empty and the form is submitted, an error message appears stating 'Password required'"
"passed","Wed Aug 02 17:28:33 GMT 2023","Wed Aug 02 17:28:34 GMT 2023","773","","test_api_login","TestAuth","","","Check valid user login","Verifying, that a user can log in successfully with valid credentials."
"passed","Wed Aug 02 17:28:38 GMT 2023","Wed Aug 02 17:28:38 GMT 2023","127","","test_api_login","TestAuth","","","Check user profile retrieval","Verifying the retrieval of user profile information."
"passed","Wed Aug 02 17:28:28 GMT 2023","Wed Aug 02 17:28:28 GMT 2023","450","","test_api_login","TestRegister","","","Check incorrect last name format registration failure","Verifying, that registration fails when using an incorrect format for the last name field."
"passed","Wed Aug 02 17:28:29 GMT 2023","Wed Aug 02 17:28:29 GMT 2023","442","","test_api_login","TestRegister","","","Check User Registration with Invalid Characters in Password","Verifying that the system correctly handles user registration with an invalid password containing 't1T'."
"passed","Wed Aug 02 17:28:26 GMT 2023","Wed Aug 02 17:28:26 GMT 2023","459","","test_api_login","TestRegister","","","Check User Registration with Empty Email Field","Verifying, that registration fails when the email field is empty."
"passed","Wed Aug 02 17:29:09 GMT 2023","Wed Aug 02 17:29:10 GMT 2023","943","","test_login_ui","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Wed Aug 02 17:28:36 GMT 2023","Wed Aug 02 17:28:37 GMT 2023","1110","","test_api_login","TestAuth","","","Check incorrect password login failure","Verifying, that login fails when using an incorrect password."
"passed","Wed Aug 02 17:29:02 GMT 2023","Wed Aug 02 17:29:03 GMT 2023","648","","test_login_ui","TestLoginPopUp","","","test_unregistered_email_login_n3_3","Verifying that when an email that isn`t registered with the site is entered and the form is submitted, an error message appears stating 'Wrong email or password'"
"passed","Wed Aug 02 17:28:26 GMT 2023","Wed Aug 02 17:28:27 GMT 2023","447","","test_api_login","TestRegister","","","Check User Registration with Empty Password Field","Verifying, that registration fails when the password field is empty."
"failed","Wed Aug 02 17:28:30 GMT 2023","Wed Aug 02 17:28:30 GMT 2023","435","","test_api_login","TestRegister","","","Check User Registration with Medium-Length Invalid Password","Run: 

< FAILED test_api_login.py:TestRegister::test_user_register_wrong_password[tttttttttt] - AssertionError: assert 'Passwords do not match' == 'Password has... small letter' > 

Note: 

Is expected to be failed coz API has bug in the password field validator"
"passed","Wed Aug 02 17:28:29 GMT 2023","Wed Aug 02 17:28:30 GMT 2023","479","","test_api_login","TestRegister","","","Check User Registration with Long Password","Verifying that the system correctly handles user registration with a long password of 20 't's."
