"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 04 19:37:09 GMT 2023","Fri Aug 04 19:37:09 GMT 2023","509","","test_login_ui","TestLoginPopUp","","","test_password_empty_n4_1","Verifying that when the password field is left empty and the form is submitted, an error message appears stating 'Password required'"
"passed","Fri Aug 04 19:36:31 GMT 2023","Fri Aug 04 19:36:31 GMT 2023","440","","test_api_login","TestRegister","","","test_user_register_wrong_password [t1T]","Verifying that the system correctly handles user registration with a invalid password containing 't1T'."
"passed","Fri Aug 04 19:36:48 GMT 2023","Fri Aug 04 19:36:50 GMT 2023","1542","","test_cars_api_and_ui","TestCarsUI","","","test_auto_create","Create car via WEB UI and check it values via API"
"passed","Fri Aug 04 19:36:38 GMT 2023","Fri Aug 04 19:36:39 GMT 2023","1043","","test_api_login","TestAuth","","","test_user_login_wrong_password: Check incorrect password login failure","Verifying, that login fails when using an incorrect password."
"passed","Fri Aug 04 19:36:37 GMT 2023","Fri Aug 04 19:36:37 GMT 2023","565","","test_api_login","TestAuth","","","test_user_login_wrong_email: Check incorrect email login failure","Verifying, that login fails when using an incorrect email address."
"passed","Fri Aug 04 19:36:29 GMT 2023","Fri Aug 04 19:36:30 GMT 2023","486","","test_api_login","TestRegister","","","test_user_register_empty_fields [repeatPassword]","Verifying, that registration fails when the Repeat Password field is empty."
"passed","Fri Aug 04 19:36:55 GMT 2023","Fri Aug 04 19:36:55 GMT 2023","149","","test_login_ui","TestLoginPopUp","","","test_login_form_title_n1_1","Verifying, that comparing the retrieving text value with the expected text 'Log in', to ensures it matches exactly."
"passed","Fri Aug 04 19:36:35 GMT 2023","Fri Aug 04 19:36:36 GMT 2023","728","","test_api_login","TestAuth","","","test_user_login: Check valid user login","Verifying, that a user can log in successfully with valid credentials."
"passed","Fri Aug 04 19:37:05 GMT 2023","Fri Aug 04 19:37:06 GMT 2023","584","","test_login_ui","TestLoginPopUp","","","test_unregistered_email_login_n3_3","Verifying that when an email that isn`t registered with the site is entered and the form is submitted, an error message appears stating 'Wrong email or password'"
"passed","Fri Aug 04 19:36:26 GMT 2023","Fri Aug 04 19:36:27 GMT 2023","1628","","test_api_login","TestRegister","","","test_user_register: Check valid user registration","Verifying, that a user can be successfully registered with valid data."
"passed","Fri Aug 04 19:37:12 GMT 2023","Fri Aug 04 19:37:13 GMT 2023","965","","test_login_ui","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Fri Aug 04 19:36:27 GMT 2023","Fri Aug 04 19:36:28 GMT 2023","486","","test_api_login","TestRegister","","","test_user_register_empty_fields [name]","Verifying, that registration fails when the Name field is empty."
"skipped","Fri Aug 04 19:36:32 GMT 2023","Fri Aug 04 19:36:32 GMT 2023","429","","test_api_login","TestRegister","","","test_user_register_wrong_password [tttttttttt]","Verifying that the system correctly handles user registration with a medium-length password of 10 't's."
"passed","Fri Aug 04 19:36:32 GMT 2023","Fri Aug 04 19:36:33 GMT 2023","438","","test_api_login","TestRegister","","","test_user_register_passwords_do_not_match: Check non-matching passwords registration failure","Verifying, that registration fails when the password and repeatPassword fields do not match."
"passed","Fri Aug 04 19:36:30 GMT 2023","Fri Aug 04 19:36:31 GMT 2023","433","","test_api_login","TestRegister","","","test_user_register_wrong_lastname: Check incorrect last name format registration failure","Verifying, that registration fails when using an incorrect format for the last name field."
"passed","Fri Aug 04 19:37:07 GMT 2023","Fri Aug 04 19:37:08 GMT 2023","906","","test_login_ui","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
