"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 01 16:01:57 GMT 2023","Tue Aug 01 16:01:58 GMT 2023","329","","test_api_login","TestRegister","","","test_user_register_wrong_password[test]",""
"passed","Tue Aug 01 16:02:22 GMT 2023","Tue Aug 01 16:02:23 GMT 2023","912","","test_login_UI","TestLoginPopUp","","","test_password_field_visual_representation_n4_3","Verifying that when an error occurs, the password field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 16:02:14 GMT 2023","Tue Aug 01 16:02:15 GMT 2023","352","","test_login_UI","TestLoginPopUp","","","test_email_empty_n3_1","Verifying, that when the email field is left empty and the form is submitted, an error message stating 'Email required' should appear"
"passed","Tue Aug 01 16:02:18 GMT 2023","Tue Aug 01 16:02:19 GMT 2023","810","","test_login_UI","TestLoginPopUp","","","test_email_field_visual_representation_n3_4","Verifying that when an error occurs, the email field's border color turns red, and the associated labels also turn red."
"passed","Tue Aug 01 16:01:55 GMT 2023","Tue Aug 01 16:01:56 GMT 2023","343","","test_api_login","TestRegister","","","test_user_register_empty_fields[lastName]",""
"passed","Tue Aug 01 16:02:07 GMT 2023","Tue Aug 01 16:02:07 GMT 2023","117","","test_login_UI","TestLoginPopUp","","","test_login_form_title_n1_1","Verifying, that comparing the retrieving text value with the expected text 'Log in', to ensures it matches exactly."
"passed","Tue Aug 01 16:01:57 GMT 2023","Tue Aug 01 16:01:57 GMT 2023","342","","test_api_login","TestRegister","","","test_user_register_wrong_name",""
"passed","Tue Aug 01 16:01:52 GMT 2023","Tue Aug 01 16:01:53 GMT 2023","1259","","test_api_and_UI","TestCarsUI","","","test_auto_delete","create car via APi. delete car via WEB UI and check it removed via API"
"passed","Tue Aug 01 16:01:58 GMT 2023","Tue Aug 01 16:01:58 GMT 2023","350","","test_api_login","TestRegister","","","test_user_register_wrong_password[t1T]",""
"passed","Tue Aug 01 16:02:24 GMT 2023","Tue Aug 01 16:02:30 GMT 2023","5892","","test_login_UI","TestLoginPopUp","","","test_remember_me_checkbox_n5_1","Verifying that the 'Remember me' check box retains its selection state when the login pop up is closed and reopened."
"passed","Tue Aug 01 16:02:04 GMT 2023","Tue Aug 01 16:02:05 GMT 2023","927","","test_api_login","TestAuth","","","test_user_login_wrong_password",""
